"ID","plotnr","treat","Date","height","diameter"
1956,"7","C",2008-04-01,3.21,2.42
2404,"7","C",2008-04-01,3.21,2.41
7341,"17","C",2008-04-01,3.2,2.7
2308,"7","C",2008-04-01,3.2,2.32
3570,"9","C",2008-04-01,3.19,2.98
9683,"25","C",2008-04-01,3.19,2.92
6982,"17","C",2008-04-01,3.17,2.7
2031,"7","C",2008-04-01,3.17,2.5
3178,"9","C",2008-04-01,3.16,3.14
9719,"25","C",2008-04-01,3.16,2.41
9848,"25","C",2008-04-01,3.15,2.52
2253,"7","C",2008-04-01,3.15,1.86
7151,"17","C",2008-04-01,3.14,2.6
9611,"25","C",2008-04-01,3.11,2.69
2056,"7","C",2008-04-01,3.11,2.11
9996,"25","C",2008-04-01,3.1,2.74
3185,"9","C",2008-04-01,3.1,2.7
3341,"9","C",2008-04-01,3.09,2.89
7280,"17","C",2008-04-01,3.09,2.3
6935,"17","C",2008-04-01,3.08,2.06
7401,"17","C",2008-04-01,3.07,2.65
6928,"17","C",2008-04-01,3.07,2.39
7348,"17","C",2008-04-01,3.07,2.17
2200,"7","C",2008-04-01,3.06,2.89
9665,"25","C",2008-04-01,3.05,2.58
9468,"25","C",2008-04-01,3.05,2.35
3416,"9","C",2008-04-01,3.05,2.29
9421,"25","C",2008-04-01,3.04,2.66
3456,"9","C",2008-04-01,3.03,2.32
9536,"25","C",2008-04-01,3.03,2.18
7158,"17","C",2008-04-01,3.03,2.17
3319,"9","C",2008-04-01,3.02,2.51
6975,"17","C",2008-04-01,3.02,2.49
9902,"25","C",2008-04-01,3.02,2.24
9798,"25","C",2008-04-01,3.02,2.08
9909,"25","C",2008-04-01,3.01,1.92
3749,"9","C",2008-04-01,3,3.11
7205,"17","C",2008-04-01,3,2.82
9974,"25","C",2008-04-01,3,2.29
9923,"25","C",2008-04-01,2.99,2.44
2462,"7","C",2008-04-01,2.98,2.51
3584,"9","C",2008-04-01,2.98,2.02
7298,"17","C",2008-04-01,2.97,2.75
3366,"9","C",2008-04-01,2.97,2.34
7376,"17","C",2008-04-01,2.96,2.16
2099,"7","C",2008-04-01,2.95,2.67
9841,"25","C",2008-04-01,2.95,2.65
9550,"25","C",2008-04-01,2.94,2.48
7408,"17","C",2008-04-01,2.94,2.39
9482,"25","C",2008-04-01,2.94,2.31
3556,"9","C",2008-04-01,2.93,2.24
7495,"17","C",2008-04-01,2.92,2.61
9712,"25","C",2008-04-01,2.92,2.5
2045,"7","C",2008-04-01,2.92,2.21
9740,"25","C",2008-04-01,2.91,2.64
2221,"7","C",2008-04-01,2.91,2.45
2125,"7","C",2008-04-01,2.91,2.3
7509,"17","C",2008-04-01,2.91,2.05
1889,"7","C",2008-04-01,2.89,2.13
9827,"25","C",2008-04-01,2.88,2.25
3355,"9","C",2008-04-01,2.88,2.12
7387,"17","C",2008-04-01,2.88,1.99
2017,"7","C",2008-04-01,2.88,1.88
7320,"17","C",2008-04-01,2.87,2.67
7083,"17","C",2008-04-01,2.87,2.12
1917,"7","C",2008-04-01,2.86,2.17
7327,"17","C",2008-04-01,2.84,2.52
2132,"7","C",2008-04-01,2.84,2.21
9428,"25","C",2008-04-01,2.83,2.93
9414,"25","C",2008-04-01,2.83,2.4
9733,"25","C",2008-04-01,2.83,1.88
7364,"17","C",2008-04-01,2.81,2.62
2146,"7","C",2008-04-01,2.81,1.84
2275,"7","C",2008-04-01,2.8,1.59
7480,"17","C",2008-04-01,2.79,2.2
9658,"25","C",2008-04-01,2.79,1.82
2343,"7","C",2008-04-01,2.77,2.07
6953,"17","C",2008-04-01,2.76,2.52
1977,"7","C",2008-04-01,2.76,1.83
3239,"9","C",2008-04-01,2.74,1.92
2322,"7","C",2008-04-01,2.72,2.05
7029,"17","C",2008-04-01,2.72,1.93
3395,"9","C",2008-04-01,2.71,1.96
3577,"9","C",2008-04-01,2.7,1.64
9698,"25","C",2008-04-01,2.69,2.01
2171,"7","C",2008-04-01,2.69,1.94
9726,"25","C",2008-04-01,2.68,1.91
7104,"17","C",2008-04-01,2.68,1.85
9496,"25","C",2008-04-01,2.67,2.29
9514,"25","C",2008-04-01,2.67,2.11
7462,"17","C",2008-04-01,2.67,2
9813,"25","C",2008-04-01,2.67,1.82
7334,"17","C",2008-04-01,2.66,1.93
2002,"7","C",2008-04-01,2.66,1.87
7183,"17","C",2008-04-01,2.64,2.5
2451,"7","C",2008-04-01,2.64,2.35
1903,"7","C",2008-04-01,2.64,1.74
7014,"17","C",2008-04-01,2.63,1.8
9604,"25","C",2008-04-01,2.62,1.81
9895,"25","C",2008-04-01,2.61,2.24
3232,"9","C",2008-04-01,2.61,1.73
2193,"7","C",2008-04-01,2.61,1.44
1910,"7","C",2008-04-01,2.6,2.01
9590,"25","C",2008-04-01,2.6,1.93
9442,"25","C",2008-04-01,2.6,1.66
2350,"7","C",2008-04-01,2.6,1.56
9787,"25","C",2008-04-01,2.6,1.54
9989,"25","C",2008-04-01,2.59,1.67
3402,"9","C",2008-04-01,2.59,1.4
9407,"25","C",2008-04-01,2.58,2.07
9557,"25","C",2008-04-01,2.58,1.79
6989,"17","C",2008-04-01,2.58,1.61
3687,"9","C",2008-04-01,2.57,1.79
9820,"25","C",2008-04-01,2.56,1.88
2329,"7","C",2008-04-01,2.56,1.66
9765,"25","C",2008-04-01,2.55,1.7
3348,"9","C",2008-04-01,2.55,1.45
1932,"7","C",2008-04-01,2.54,1.75
9489,"25","C",2008-04-01,2.53,1.67
1963,"7","C",2008-04-01,2.53,1.48
1924,"7","C",2008-04-01,2.52,1.73
1882,"7","C",2008-04-01,2.52,1.33
9941,"25","C",2008-04-01,2.51,1.46
7212,"17","C",2008-04-01,2.51,1.33
1970,"7","C",2008-04-01,2.5,1.45
9705,"25","C",2008-04-01,2.49,2.09
9869,"25","C",2008-04-01,2.49,1.73
2444,"7","C",2008-04-01,2.47,2.01
2491,"7","C",2008-04-01,2.47,1.53
9644,"25","C",2008-04-01,2.46,1.73
9568,"25","C",2008-04-01,2.44,1.65
3598,"9","C",2008-04-01,2.42,1.68
3449,"9","C",2008-04-01,2.4,1.24
3409,"9","C",2008-04-01,2.38,1.85
2429,"7","C",2008-04-01,2.38,1.48
3609,"9","C",2008-04-01,2.38,1.36
9393,"25","C",2008-04-01,2.38,1.34
9386,"25","C",2008-04-01,2.37,1.58
9754,"25","C",2008-04-01,2.36,1.45
9780,"25","C",2008-04-01,2.34,1.67
2214,"7","C",2008-04-01,2.3,2.43
6968,"17","C",2008-04-01,2.29,1.62
7172,"17","C",2008-04-01,2.27,1.29
9855,"25","C",2008-04-01,2.25,1.5
3641,"9","C",2008-04-01,2.25,1.18
2235,"7","C",2008-04-01,2.25,0.96
3246,"9","C",2008-04-01,2.24,1.12
9597,"25","C",2008-04-01,2.2,1.03
3624,"9","C",2008-04-01,2.2,1.02
6900,"17","C",2008-04-01,2.17,1.18
9963,"25","C",2008-04-01,2.16,0.98
2286,"7","C",2008-04-01,2.15,1.19
9400,"25","C",2008-04-01,2.14,1.37
9583,"25","C",2008-04-01,2.14,1.33
10003,"25","C",2008-04-01,2.1,1.06
9862,"25","C",2008-04-01,2.1,1
9503,"25","C",2008-04-01,2.09,0.79
1991,"7","C",2008-04-01,2.08,1.54
3129,"9","C",2008-04-01,2.08,0.91
2139,"7","C",2008-04-01,2.07,1.02
3669,"9","C",2008-04-01,2.06,1.23
9529,"25","C",2008-04-01,1.98,1.09
2186,"7","C",2008-04-01,1.97,0.57
2484,"7","C",2008-04-01,1.96,1.18
7198,"17","C",2008-04-01,1.95,1.14
2207,"7","C",2008-04-01,1.93,0.81
2160,"7","C",2008-04-01,1.89,0.56
9747,"25","C",2008-04-01,1.72,0.46
1896,"7","C",2008-04-01,1.69,0.46
9475,"25","C",2008-04-01,1.63,0.51
2085,"7","C",2008-04-01,1.63,0.38
2153,"7","C",2008-04-01,1.55,0.45
9651,"25","C",2008-04-01,1.44,0.21
3196,"9","C",2008-04-01,NA,3.27
3171,"9","C",2008-04-01,NA,2.77
7313,"17","C",2008-04-01,NA,2.68
3463,"9","C",2008-04-01,NA,2.42
7003,"17","C",2008-04-01,NA,2.31
3662,"9","C",2008-04-01,NA,2.29
7219,"17","C",2008-04-01,NA,2.23
2268,"7","C",2008-04-01,NA,2.15
3648,"9","C",2008-04-01,NA,1.96
2397,"7","C",2008-04-01,NA,1.64
2390,"7","C",2008-04-01,NA,1.59
2418,"7","C",2008-04-01,NA,1.55
6907,"17","C",2008-04-01,NA,1.54
2228,"7","C",2008-04-01,NA,1.53
2357,"7","C",2008-04-01,NA,1.34
9834,"25","C",2008-04-01,NA,1.29
3655,"9","C",2008-04-01,NA,0.72
7123,"17","C",2008-05-01,3.93,3.6
2111,"7","C",2008-05-01,3.92,3.8
7069,"17","C",2008-05-01,3.79,3.2
3509,"9","C",2008-05-01,3.73,3.6
7266,"17","C",2008-05-01,3.65,3.1
3542,"9","C",2008-05-01,3.64,3.8
3428,"9","C",2008-05-01,3.62,2.7
3721,"9","C",2008-05-01,3.6,3.3
2369,"7","C",2008-05-01,3.56,3.2
3197,"9","C",2008-05-01,3.5,3.7
7448,"17","C",2008-05-01,3.43,3.9
9454,"25","C",2008-05-01,3.43,3.6
9623,"25","C",2008-05-01,3.31,2.4
9881,"25","C",2008-05-01,3.31,2.4
3258,"9","C",2008-05-01,3.3,3.1
2254,"7","C",2008-05-01,3.24,2
9684,"25","C",2008-05-01,3.22,3.2
2057,"7","C",2008-05-01,3.12,2.3
2463,"7","C",2008-05-01,3.09,2.8
3320,"9","C",2008-05-01,3.09,2.4
7299,"17","C",2008-05-01,3.08,3
9975,"25","C",2008-05-01,3.07,2.5
3367,"9","C",2008-05-01,3.04,2.4
9799,"25","C",2008-05-01,2.99,2.4
7388,"17","C",2008-05-01,2.94,2.1
6954,"17","C",2008-05-01,2.77,2.7
2172,"7","C",2008-05-01,2.75,2
7481,"17","C",2008-05-01,2.71,2.3
7184,"17","C",2008-05-01,2.7,2.6
9515,"25","C",2008-05-01,2.68,2.2
2003,"7","C",2008-05-01,2.68,2.1
1933,"7","C",2008-05-01,2.6,2
9766,"25","C",2008-05-01,2.6,1.8
7015,"17","C",2008-05-01,2.6,1.7
3688,"9","C",2008-05-01,2.56,1.9
9942,"25","C",2008-05-01,2.55,1.5
9569,"25","C",2008-05-01,2.44,1.7
3610,"9","C",2008-05-01,2.39,1.4
2430,"7","C",2008-05-01,2.3,1.6
2287,"7","C",2008-05-01,2.19,1.3
2112,"7","C",2008-07-01,3.98,4.12
3510,"9","C",2008-07-01,3.86,3.74
7124,"17","C",2008-07-01,3.86,3.73
7267,"17","C",2008-07-01,3.82,3.11
7070,"17","C",2008-07-01,3.71,3.65
3722,"9","C",2008-07-01,3.67,3.34
3543,"9","C",2008-07-01,3.58,3.99
3429,"9","C",2008-07-01,3.57,2.86
3198,"9","C",2008-07-01,3.56,3.88
7449,"17","C",2008-07-01,3.53,3.8
2370,"7","C",2008-07-01,3.38,3.28
9455,"25","C",2008-07-01,3.36,3.66
3259,"9","C",2008-07-01,3.27,3.21
9882,"25","C",2008-07-01,3.27,2.35
9624,"25","C",2008-07-01,3.23,2.42
2058,"7","C",2008-07-01,3.21,2.26
2255,"7","C",2008-07-01,3.2,2.09
9685,"25","C",2008-07-01,3.14,3.26
3321,"9","C",2008-07-01,3.12,2.5
3368,"9","C",2008-07-01,3.11,2.49
2464,"7","C",2008-07-01,3.1,2.99
9976,"25","C",2008-07-01,3.1,2.52
9800,"25","C",2008-07-01,3.04,2.19
7300,"17","C",2008-07-01,3.02,3.23
7389,"17","C",2008-07-01,2.95,2.15
6955,"17","C",2008-07-01,2.77,2.76
7482,"17","C",2008-07-01,2.75,2.57
2004,"7","C",2008-07-01,2.74,2.08
9516,"25","C",2008-07-01,2.73,2.38
2173,"7","C",2008-07-01,2.69,2
3689,"9","C",2008-07-01,2.64,1.93
7185,"17","C",2008-07-01,2.63,2.65
9943,"25","C",2008-07-01,2.63,1.54
7016,"17","C",2008-07-01,2.6,2.01
1934,"7","C",2008-07-01,2.59,1.97
9767,"25","C",2008-07-01,2.58,1.85
9570,"25","C",2008-07-01,2.53,1.8
3611,"9","C",2008-07-01,2.38,1.42
2431,"7","C",2008-07-01,2.34,1.6
2288,"7","C",2008-07-01,2.27,1.29
7125,"17","C",2008-09-01,3.97,4
2113,"7","C",2008-09-01,3.92,4.8
7268,"17","C",2008-09-01,3.82,3.5
3511,"9","C",2008-09-01,3.79,4.1
7071,"17","C",2008-09-01,3.79,3.6
3430,"9","C",2008-09-01,3.71,3.2
3544,"9","C",2008-09-01,3.68,4.4
3723,"9","C",2008-09-01,3.68,3.8
2371,"7","C",2008-09-01,3.58,3.7
3199,"9","C",2008-09-01,3.56,4.4
7450,"17","C",2008-09-01,3.45,4
9883,"25","C",2008-09-01,3.36,2.5
9456,"25","C",2008-09-01,3.34,3.8
9625,"25","C",2008-09-01,3.31,2.5
2289,"7","C",2008-09-01,3.3,2.2
3260,"9","C",2008-09-01,3.29,3.6
2256,"7","C",2008-09-01,3.26,2.05
2059,"7","C",2008-09-01,3.21,2.33
9686,"25","C",2008-09-01,3.2,3.3
3322,"9","C",2008-09-01,3.14,2.7
9977,"25","C",2008-09-01,3.08,3
3369,"9","C",2008-09-01,3.07,2.6
2465,"7","C",2008-09-01,3.04,3.3
7301,"17","C",2008-09-01,3,3.3
7390,"17","C",2008-09-01,2.99,2.3
9801,"25","C",2008-09-01,2.97,2.4
6956,"17","C",2008-09-01,2.82,2.9
2174,"7","C",2008-09-01,2.72,2.45
7483,"17","C",2008-09-01,2.71,2.5
9517,"25","C",2008-09-01,2.71,2.5
2005,"7","C",2008-09-01,2.7,2.1
7186,"17","C",2008-09-01,2.67,2.8
1935,"7","C",2008-09-01,2.67,2.15
3690,"9","C",2008-09-01,2.67,2.1
7017,"17","C",2008-09-01,2.65,2
9768,"25","C",2008-09-01,2.6,2
9944,"25","C",2008-09-01,2.6,1.65
9571,"25","C",2008-09-01,2.48,1.9
3612,"9","C",2008-09-01,2.47,1.55
2432,"7","C",2008-09-01,2.38,1.65
3310,"9","C",2008-10-01,5.04,4.6
3743,"9","C",2008-10-01,4.62,6.75
7112,"17","C",2008-10-01,4.51,5
2093,"7","C",2008-10-01,4.44,4.65
3736,"9","C",2008-10-01,4.43,5.9
7288,"17","C",2008-10-01,4.34,4.9
3512,"9","C",2008-10-01,4.33,4.6
3564,"9","C",2008-10-01,4.27,4.35
2114,"7","C",2008-10-01,4.24,4.95
3492,"9","C",2008-10-01,4.22,4.55
3158,"9","C",2008-10-01,4.21,4
3212,"9","C",2008-10-01,4.19,4.7
7145,"17","C",2008-10-01,4.19,4.3
7126,"17","C",2008-10-01,4.18,4.3
7091,"17","C",2008-10-01,4.17,4.6
7058,"17","C",2008-10-01,4.16,5.1
3471,"9","C",2008-10-01,4.15,4.9
7138,"17","C",2008-10-01,4.15,4.1
3219,"9","C",2008-10-01,4.15,4.05
3431,"9","C",2008-10-01,4.12,3.7
3226,"9","C",2008-10-01,4.11,4.4
3389,"9","C",2008-10-01,4.1,4.2
3294,"9","C",2008-10-01,4.08,4.35
7269,"17","C",2008-10-01,4.08,3.7
3710,"9","C",2008-10-01,4.07,5.25
3478,"9","C",2008-10-01,4.07,5.1
6887,"17","C",2008-10-01,4.07,4.2
3273,"9","C",2008-10-01,4.06,4
7437,"17","C",2008-10-01,4.05,4.1
7430,"17","C",2008-10-01,4.05,4
7072,"17","C",2008-10-01,4.03,3.75
3144,"9","C",2008-10-01,4.02,4
9673,"25","C",2008-10-01,4.02,3.8
1985,"7","C",2008-10-01,3.99,5.3
2039,"7","C",2008-10-01,3.99,4.05
3531,"9","C",2008-10-01,3.95,4.9
3287,"9","C",2008-10-01,3.94,3.9
3280,"9","C",2008-10-01,3.93,4.25
2412,"7","C",2008-10-01,3.93,3.75
3724,"9","C",2008-10-01,3.92,4.1
9957,"25","C",2008-10-01,3.92,3.75
3498,"9","C",2008-10-01,3.91,3.6
3677,"9","C",2008-10-01,3.9,4.4
6894,"17","C",2008-10-01,3.9,4.2
3200,"9","C",2008-10-01,3.87,4.75
3335,"9","C",2008-10-01,3.87,4.7
1875,"7","C",2008-10-01,3.87,4.25
7503,"17","C",2008-10-01,3.87,4.05
7356,"17","C",2008-10-01,3.87,3.55
2269,"7","C",2008-10-01,3.87,2.75
3545,"9","C",2008-10-01,3.85,4.8
7248,"17","C",2008-10-01,3.85,4.2
3301,"9","C",2008-10-01,3.85,3.4
6943,"17","C",2008-10-01,3.84,3.5
7423,"17","C",2008-10-01,3.83,3.9
7037,"17","C",2008-10-01,3.82,4.1
3172,"9","C",2008-10-01,3.82,4
3592,"9","C",2008-10-01,3.8,4.2
2384,"7","C",2008-10-01,3.8,4
7451,"17","C",2008-10-01,3.79,4.4
3261,"9","C",2008-10-01,3.79,4.15
3165,"9","C",2008-10-01,3.78,3.6
3703,"9","C",2008-10-01,3.77,3.65
6997,"17","C",2008-10-01,3.75,3.55
3464,"9","C",2008-10-01,3.74,3.8
2372,"7","C",2008-10-01,3.74,3.7
7044,"17","C",2008-10-01,3.73,3.15
2316,"7","C",2008-10-01,3.71,3
3382,"9","C",2008-10-01,3.69,3.7
3186,"9","C",2008-10-01,3.68,4.2
3151,"9","C",2008-10-01,3.68,2.9
3485,"9","C",2008-10-01,3.67,4.8
3179,"9","C",2008-10-01,3.65,4.65
2243,"7","C",2008-10-01,3.65,3.35
2072,"7","C",2008-10-01,3.64,3.7
7234,"17","C",2008-10-01,3.63,3.4
3571,"9","C",2008-10-01,3.62,3.75
3663,"9","C",2008-10-01,3.6,3.7
2079,"7","C",2008-10-01,3.59,3.2
9931,"25","C",2008-10-01,3.58,3.8
7098,"17","C",2008-10-01,3.57,3.75
9638,"25","C",2008-10-01,3.57,3.6
7220,"17","C",2008-10-01,3.57,3
9884,"25","C",2008-10-01,3.57,3
2337,"7","C",2008-10-01,3.56,3.35
3323,"9","C",2008-10-01,3.55,3.3
2025,"7","C",2008-10-01,3.54,3.1
9544,"25","C",2008-10-01,3.54,2.9
7470,"17","C",2008-10-01,3.53,3.4
2215,"7","C",2008-10-01,3.53,3.05
3457,"9","C",2008-10-01,3.52,3.25
7166,"17","C",2008-10-01,3.52,2.8
3585,"9","C",2008-10-01,3.51,3.15
6983,"17","C",2008-10-01,3.51,3
9626,"25","C",2008-10-01,3.51,2.75
3417,"9","C",2008-10-01,3.51,2.4
7206,"17","C",2008-10-01,3.5,4
7342,"17","C",2008-10-01,3.5,3.95
7051,"17","C",2008-10-01,3.5,3.85
9436,"25","C",2008-10-01,3.5,3.6
7416,"17","C",2008-10-01,3.5,3.55
3524,"9","C",2008-10-01,3.49,3.5
7241,"17","C",2008-10-01,3.48,3.05
9720,"25","C",2008-10-01,3.48,2.9
9917,"25","C",2008-10-01,3.47,3
3342,"9","C",2008-10-01,3.46,4.3
2309,"7","C",2008-10-01,3.46,2.95
2405,"7","C",2008-10-01,3.46,2.95
9666,"25","C",2008-10-01,3.45,3.15
1957,"7","C",2008-10-01,3.45,3.1
9457,"25","C",2008-10-01,3.44,4
2478,"7","C",2008-10-01,3.44,3.7
2032,"7","C",2008-10-01,3.44,3.45
9842,"25","C",2008-10-01,3.44,3.25
9422,"25","C",2008-10-01,3.43,3.4
9612,"25","C",2008-10-01,3.43,2.85
6915,"17","C",2008-10-01,3.42,3.7
9687,"25","C",2008-10-01,3.42,3.7
3240,"9","C",2008-10-01,3.42,3
2060,"7","C",2008-10-01,3.42,2.7
2201,"7","C",2008-10-01,3.41,4.05
1890,"7","C",2008-10-01,3.41,3.3
7255,"17","C",2008-10-01,3.4,4
2302,"7","C",2008-10-01,3.4,3.7
9997,"25","C",2008-10-01,3.4,3.6
6922,"17","C",2008-10-01,3.4,3.55
2466,"7","C",2008-10-01,3.39,3.75
3370,"9","C",2008-10-01,3.39,3.1
9978,"25","C",2008-10-01,3.38,3.2
9537,"25","C",2008-10-01,3.38,3
7402,"17","C",2008-10-01,3.37,3.7
7227,"17","C",2008-10-01,3.37,3.1
2257,"7","C",2008-10-01,3.36,2.4
